score,sentence1,sentence2,sbj1,sbj2
Sim3, یک دوچرخه سوار سرد در حال جشن گرفتن است , یک دوچرخه سوار در میان گروهی دوچرخه را بالای سرش نگه داشته است ,دوچرخه سوار,دوچرخه سوار
Sim4, مردی با آرامش روی قایقی مقابل غروب خورشید نزدیک یک پرچم نشسته است , مردی روی قایق غروب آفتاب نزدیک یک پرچم نشسته است ,مردی,مردی
Sim5, مردی مقابل کشتی در غروب آفتاب است , یک مرد جلوی غروب آفتاب سوار قایق است ,مردی,مرد
Sim3, روبروی غروب آفتاب هیچ مردی در قایق نیست , یک مرد جلوی غروب آفتاب سوار قایق است ,مردی,مرد
Sim4, مردی با آرامش روی قایقی مقابل غروب خورشید نزدیک یک پرچم نشسته است , یک مرد جلوی غروب آفتاب سوار قایق است ,مردی,مرد
Sim4, جمعیت دو اتومبیل مسابقه‌ای را که از خط اصلی خارج می‌شوند تماشا نمی‌کنند , جمعیت دو ماشین مسابقه‌ای را که از خط شروع خارج می‌شوند تماشا می‌کنند ,جمعیت,جمعیت
Sim3, جمعیت در حال تماشای دو اتومبیل طراحی شده برای مسابقات هستند که از خط شروع خارج می‌شوند , مردم در یک مسابقه درگ به شعله‌های آتش از ماشین‌ها نگاه می‌کنند ,جمعیت,دیگر
Sim4, یک سگ بزرگ و یک سگ سفید کوچک با هم بازی می‌کنند , یک سگ بزرگ و یک سگ کوچک با کت سفید در کنار هم بازی می‌کنند ,سگ,سگ
Sim4, یک سگ بزرگ و یک سگ سفید کوچک در حال عبور از کنار یکدیگر هستند , یک سگ بزرگ و یک سگ سفید کوچک با هم بازی می‌کنند ,سگ,سگ
Sim4, دو سگ روی زمین چمن با هم بازی می‌کنند , یک سگ بزرگ و یک سگ کوچک با کت سفید در کنار هم بازی می‌کنند ,سگ,سگ
Sim4, دو سگ با نشاط روی زمین چمن بازی می‌کنند , یک سگ بزرگ و یک سگ سفید کوچک با هم بازی می‌کنند ,سگ,سگ
Sim5, سگی که قهوه‌ای است در حال پریدن در هوا است , یک سگ قهوه‌ای در حال پریدن در هوا است ,سگ,سگ
Sim5, سگی که دچار سو تغذیه است روی پاهای عقب خود ایستاده و آماده پرش است , سگ بدغذا روی پاهای عقب خود ایستاده و خود را برای پرش آماده می‌کند ,سگ,سگ
Sim3, سگی به ظاهر سالم روی زمین افتاده است , سگی که دچار سو تغذیه است روی پاهای عقب خود ایستاده و آماده پرش است ,سگ,سگ
Sim3, سگ بدغذا روی پاهای عقب خود ایستاده و خود را برای پرش آماده می‌کند , یک سگ قهوه‌ای در حال پریدن در هوا است ,سگ,سگ
Sim2, یک سگ قهوه‌ای نشسته است , سگی که دچار سو تغذیه است روی پاهای عقب خود ایستاده و آماده پرش است ,سگ,سگ
Sim4, پلیس روی دوچرخه پلیس نشسته است , پلیس روی دوچرخه پلیس نشسته است ,پلیس,پلیس
Sim5, یک پلیس با خستگی روی موتور نشسته است , یک پلیس روی موتور نشسته است ,پلیس,پلیس
Sim4, یک پلیس با خستگی روی موتور نشسته است , پلیس روی دوچرخه پلیس نشسته است ,پلیس,پلیس
Sim4, یک پلیس روی موتور نشسته است , پلیس روی دوچرخه پلیس نشسته است ,پلیس,پلیس
Sim5, دو زن در ساحل شنی بیکینی پوشیده‌اند , دو زن در ساحلی که ماسه‌ای است بیکینی پوشیده‌اند ,زن,زن
Sim4, دو زن در ساحل شنی بیکینی پوشیده‌اند , دو زن بیکینی پوشیده و روی ماسه‌ها راه می‌روند ,زن,زن
Sim4, دو زن بیکینی پوشیده و روی ماسه‌ها قدم می‌زنند , هیچ خانمی که در ساحل شنی بیکینی بپوشد وجود ندارد ,زن,خانم
Sim4, دو زن بیکینی پوشیده و روی ماسه‌ها قدم می‌زنند , دو زن در ساحل شنی بیکینی پوشیده‌اند ,زن,زن
Sim3, یک سگ با کت طلایی به صورت ناشیانه‌ای در میان آب شنا می‌کند , سگی در دریاچه‌ای شنا می‌کند و خورشید به او می‌تابد ,سگ,سگ
Sim4, یک سگ سیاه در چمن نشسته و دهان خود را بسته نگه داشته است , یک سگ سیاه در چمن‌ها می‌دود و زبانش آویزان است ,سگ,زبان
Sim5, یک سگ سیاه در چمن آویزان است و با زبان بیرون می‌دود , یک سگ سیاه در چمن‌ها می‌دود ,سگ,سگ
Sim5, تشویق کنندگان در حال رژه رفتن هستند و لباس‌های یکدست و مشکی صورتی و سفید به تن دارند , تشویق کنندگان در حال رژه رفتن هستند و لباس‌های سیاه صورتی و سفید بر تن دارند ,تشویق,تشویق
Sim5, مرد بیرون زیر چتر بنفش نشسته است , مرد در فضای باز زیر چتر بنفش نشسته است ,مرد,مرد
Sim5, زنی بدون کفش روی پتو زیر چتر اسطوخودوس نشسته است , زنی که کفش ندارد روی پتو زیر چتر اسطوخودوس نشسته است ,زنی,زنی
Sim4, زنی بدون کفش روی پتو زیر چتر اسطوخودوس نشسته است , زنی بدون کفش بالای پتو نزدیک چتر اسطوخودوس ایستاده است ,زنی,زنی
Sim2, زنی که کفش ندارد روی پتو زیر چتر اسطوخودوس نشسته است , مرد بیرون زیر چتر بنفش نشسته است ,زنی,مرد
Sim3, زنی بدون کفش بالای پتو نزدیک چتر اسطوخودوس ایستاده است , مرد بیرون زیر چتر بنفش نشسته است ,زنی,مرد
Sim3, زنی بدون کفش روی پتو زیر چتر اسطوخودوس نشسته است , مرد بیرون زیر چتر بنفش نشسته است ,زنی,مرد
Sim5, این زن در پارک با دو پسر جوان بازی می‌کند , زنی در پارک با دو پسر جوان بازی می‌کند ,زن,زنی
Sim4, زنی در پارک با دو پسر جوان بازی می‌کند , هیچ زنی در پارک با دو پسر جوان بازی نمی‌کند ,زنی,زنی
Sim5, خانمی نزدیک سه فرزند ایستاده است , زنی نزدیک سه فرزند ایستاده است ,خانم,زنی
Sim4, زنی نزدیک سه فرزند ایستاده است , هیچ زنی در نزدیکی سه فرزند ایستاده نیست ,زنی,زنی
Sim3, زنی در پارک با دو پسر جوان بازی می‌کند , خانمی نزدیک سه فرزند ایستاده است ,زنی,خانم
Sim3, هیچ زنی در نزدیکی سه فرزند ایستاده نیست , زنی در پارک با دو پسر جوان بازی می‌کند ,زنی,زنی
Sim2, زنی نزدیک سه فرزند ایستاده است , هیچ زنی در پارک با دو پسر جوان بازی نمی‌کند ,زنی,زنی
Sim4, یک سگ زرد در یک روز آفتابی روی برف سفید متوقف می‌شود , یک سگ زرد در یک روز آفتابی بر روی برف سفید می‌دود ,سگ,سگ
Sim5, یک سگ برنزه از میان برف‌ها می‌دود , سگی که برنزه است از میان برف‌ها می‌دود ,سگ,سگ
Sim4, یک سگ برنزه در برف استراحت می‌کند , یک سگ برنزه از میان برف‌ها می‌دود ,سگ,سگ
Sim4, یک سگ زرد در یک روز آفتابی بر روی برف سفید می‌دود , سگی که برنزه است از میان برف‌ها می‌دود ,سگ,سگ
Sim3, یک سگ زرد در یک روز بسیار آفتابی در حال دویدن برف سفید است , یک سگ برنزه از میان برف‌ها می‌دود ,سگ,سگ
Sim4, دختری شلوار جین و پیراهن صورتی پوشیده و در حال دویدن است , دختری با پیراهن صورتی می‌دود و شلوار جین به تن ندارد ,دختر,دختر
Sim5, دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است , یک دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است ,دختر,دختر
Sim3, دختر کوچک با پیراهن صورتی در زیر درختی در بیابان در حال دویدن است , دختری با پیراهن صورتی می‌دود و شلوار جین به تن ندارد ,دختر,دختر
